CustomerID,Name,Email,Age,Gender,Location,CustomerSegment,TotalSpend,NumberOfPurchases,FavoriteCategory,LastLoginDate,IsChurned,SupportTickets
617afe4e-49c5-44f1-b314-2d9460b845fb,Austin Cole,smithangelica@thompson.com,50,Male,Port Crystal,Standard,294.94,7,Fashion,2024-11-04,0,1
ac7ce622-982b-44bf-bb8e-6acdb9dda18e,Nicole Harmon,corylopez@baird.info,29,Other,South John,Budget,209.83,7,Health,2025-01-31,0,1
7989c623-b738-4171-ba29-6752b786a53b,Robert Wilkinson,craigfrank@yahoo.com,39,Other,North Heatherton,Budget,582.4,9,Electronics,2025-02-17,1,0
e97a1c6e-75d0-43bd-bbbd-c1d9c6af56e6,Ashley Rivera,katherine50@hotmail.com,61,Other,Terrimouth,Standard,322.49,13,Fashion,2024-12-11,0,5
80df8a9e-aed0-4812-96fb-cd5505076d0f,Karen Gonzalez,andrew09@thomas.net,42,Other,North Williamshire,Budget,53.36,7,Electronics,2024-12-05,1,0
ae7f9e25-9b8f-4219-bb88-3f1a63b2520b,Mrs. Alexandra Lewis MD,ashley47@gmail.com,66,Female,Loriland,Premium,21.95,11,Books,2024-12-25,1,1
ca2bd225-95ce-4079-9629-98375287c741,Jose Arnold,arojas@williams-curtis.com,44,Male,Kevinchester,Standard,308.52,11,Books,2024-12-12,1,0
fc5def89-337c-42e9-a8fb-e65dd4ee1dd3,Brandi Mathis,daniel56@everett.com,59,Female,West Michelle,Budget,8.06,10,Health,2025-03-15,0,4
428d1657-2b51-49e9-a5b9-897094ec8cd0,Kyle Carter,smithjasmine@hotmail.com,45,Other,Williamborough,Budget,264.4,13,Books,2024-10-19,1,2
34838430-d6e8-4e91-bf2d-eded8ee18d7e,Nicholas Hill Jr.,davidcolon@yahoo.com,33,Female,West Jennifer,Premium,845.18,14,Groceries,2024-11-05,1,0
40020e2b-737f-4e84-a336-d4ad53b3a84b,Amy Rodriguez,michaelheath@gmail.com,32,Male,Lake Jeremy,Standard,257.03,9,Electronics,2024-12-30,1,5
9abc36e8-a598-47e6-9874-ba52ef5ca32c,Mario Floyd,cheryl50@lester-adkins.com,64,Male,Hansonport,Standard,147.39,8,Fashion,2025-03-11,0,1
8d85baf0-9fcd-4c13-934b-e53f51695913,Sierra Phillips,tara03@moore.com,68,Other,New Crystal,Premium,309.25,11,Groceries,2025-02-09,0,2
a82accc9-427b-49fd-adc6-d0f10490c750,Mr. Miguel Miller,garciaemily@yahoo.com,61,Female,Rossmouth,Standard,183.89,6,Groceries,2024-12-20,0,3
87601e7c-4cbf-47d5-abbf-2ef3e923c2e2,Joseph Waller,jeffrey39@yahoo.com,69,Female,Coryfort,Standard,236.64,5,Books,2024-11-17,1,2
041cf9e9-387b-4c23-999f-1811299403a8,Shelly Parker,ophillips@yahoo.com,20,Female,Warnerchester,Premium,851.44,8,Electronics,2025-01-12,0,1
7fe47aa4-10f9-4e47-88b1-e7b4ff68ed3d,Michele Pearson,ngarcia@gmail.com,54,Male,Johnfurt,Premium,146.38,11,Fashion,2024-10-30,0,1
c8c8356c-2f0e-4667-af0f-d22c54970f14,Joshua Andrade,james41@hotmail.com,68,Male,West Rachel,Budget,974.73,7,Groceries,2025-01-18,1,4
9b5cd274-1675-4daf-89f0-0b03da563295,Anthony Carlson,chughes@green.com,24,Female,Stephanietown,Standard,707.27,14,Health,2024-12-18,1,1
e80a76e9-4213-4b01-8509-72b1747fc08c,William Ali,pattonjames@burns.com,38,Male,East Jamie,Premium,65.37,11,Fashion,2025-01-14,0,1
21c3c2a6-bcc0-4ccb-b6fc-4946700cf229,Holly Brock,annette89@gmail.com,26,Male,Amandaville,Budget,21.57,9,Books,2025-01-31,1,1
f9ca8540-8449-4d32-8de4-5680db90dc35,Autumn Greene,smithnicholas@hotmail.com,56,Female,Brookeberg,Standard,31.87,10,Electronics,2025-03-15,0,0
d8226ca0-81f0-4159-8def-7812587dadb1,Cassandra Anderson,donaldbradford@cook.com,35,Male,East Josephburgh,Budget,5.52,5,Health,2025-03-08,1,2
b4b61a6a-d829-43f7-bac2-46badf9eb4f9,Alicia Gardner,cheryl63@roman-mitchell.com,21,Female,Williamsonside,Premium,29.76,7,Fashion,2025-03-21,0,1
b413d6db-dc68-4ad2-8406-fbd32bd7e7a2,Kimberly Hernandez,deckerbonnie@gmail.com,42,Female,Adamland,Standard,344.66,8,Fashion,2025-03-24,1,1
bbe1f8e7-1f6c-41a9-a8de-f95a31d1845c,Thomas Thomas,bharris@hotmail.com,31,Other,North Richardville,Budget,22.15,12,Groceries,2025-03-14,0,0
ad4fe16f-d977-460b-a203-0ed92464fcfc,Jason Andrade,rodriguezcharles@gmail.com,67,Female,Alexburgh,Premium,115.25,11,Fashion,2024-10-23,0,1
30af09cf-59a6-4fb2-89b4-e9a9db6df540,Michelle Stevens,tthomas@hotmail.com,26,Male,Lake Michael,Premium,559.06,12,Electronics,2025-02-07,1,0
972ed3d0-e664-457c-b1aa-7758fdc0fb9a,Nicolas Kennedy,fbush@gmail.com,43,Other,Johnsonberg,Premium,7.06,11,Electronics,2025-02-26,1,0
d7693d4f-7f68-4ca0-8791-837b0a9697ba,Pamela Taylor DVM,paul92@miller.com,19,Female,South Katrinaborough,Premium,505.36,10,Fashion,2025-01-31,1,0
a139297f-b1f4-4fd9-9b3a-6d8e20909af5,Abigail Kramer,kirsten52@mason.net,37,Other,Michaelborough,Premium,99.33,8,Groceries,2024-11-26,1,0
6d01f193-8b50-4499-b3f3-ba8293317ecb,Charles Soto,cynthia44@gmail.com,45,Male,Rodriguezburgh,Premium,37.73,5,Health,2025-04-07,0,2
1430e1ac-fb4a-4dc2-b706-3f204d68c037,Gregory Stewart,lawrencebrandon@hotmail.com,64,Female,Tonyport,Premium,357.95,12,Health,2025-04-01,0,1
b564d390-b6ab-485d-a457-3c3ee61b647c,Sara Massey,steven26@yahoo.com,24,Male,Nathanchester,Budget,297.42,12,Groceries,2025-02-27,0,2
65eb4ccf-7729-4eef-8c2f-36d47742aeb1,Latoya Jackson,hdiaz@clark.com,61,Other,East Stephanieland,Standard,629.82,13,Books,2024-11-12,1,1
4db84de3-6944-405f-8cc3-8fab96e65848,Joanna Cook,meaganrodriguez@hotmail.com,25,Female,Thomastown,Standard,398.49,8,Electronics,2024-11-02,0,1
899934ea-25db-4cf0-a2a1-4a50ed963ec6,Mark Garcia,vpaul@hotmail.com,64,Other,East Travis,Budget,488.1,9,Books,2024-11-07,0,4
ba70f1a0-1f23-4016-b7a6-9b39ac694669,Roberta Walsh,warnerlisa@ryan.com,52,Other,Wallsland,Premium,99.4,15,Groceries,2025-02-05,0,1
9a8c54a1-118e-4d0b-99e3-4119b9044a78,Keith Smith,herbertgreen@hotmail.com,31,Female,South David,Standard,58.6,17,Books,2025-02-22,0,1
7326822e-e175-461a-ab7c-54a05c957000,Cassandra Sanchez,jeffmoon@atkinson.com,34,Other,Thomasfort,Premium,416.63,7,Groceries,2025-02-17,0,3
db810fbb-9a78-4fa6-913b-399b7172b630,Theresa Green,joannmartinez@hansen.net,53,Male,South Tiffany,Standard,493.26,14,Health,2024-12-31,1,3
43f5f048-d268-4f5b-ae52-f64565a15dfc,Christina Gross,allentravis@yahoo.com,67,Other,Lisastad,Premium,1397.1,13,Health,2024-12-11,1,1
a9238154-5c0e-40bc-a0d4-d3d232a5edd5,Daniel Jones,fmccoy@kline-gomez.org,57,Male,North Markshire,Budget,159.62,7,Books,2025-03-23,1,1
a1470754-d124-4117-a8f3-316584c7769c,David Larson,bryantkent@gmail.com,21,Male,Port Katrinaborough,Premium,139.57,16,Books,2025-02-23,1,2
8a5fa378-9b51-401a-b2a3-a15825bfd015,Christopher Rice,martinezjessica@arnold.com,19,Other,South Karenland,Standard,449.39,7,Electronics,2024-10-23,0,1
62d63e6b-a8cc-487f-81d1-7f144e845b4c,Michele Valdez,anthony26@cannon.com,23,Male,Robinsonton,Premium,125.02,15,Health,2024-10-30,1,1
510f111e-4114-4e90-8712-9c54fcdfde89,Todd Keith,patriciarussell@gmail.com,59,Female,Hobbston,Standard,801.04,12,Electronics,2025-03-15,1,2
b21edeee-eb0a-4847-a378-c05ac61aa929,Samantha Rogers,jamesharris@gmail.com,21,Male,New Robert,Premium,586.45,16,Books,2024-12-01,1,0
e966c7de-8e7c-41ed-8116-d3e1e45af696,Norman Wang,kwhite@gmail.com,46,Male,Port Anna,Standard,168.11,8,Groceries,2024-11-10,0,3
9360d7d8-7e1b-44d0-9cf0-ff27c4538388,John Turner,beckyjones@hotmail.com,35,Male,Schmittport,Standard,416.94,7,Health,2025-01-04,0,1
9c644694-23cd-40e6-8845-704b7db53b91,Donald Dunn,andradejennifer@gmail.com,43,Female,Kirkport,Standard,421.39,8,Groceries,2024-10-18,0,0
e07ac852-f64a-4435-8b03-7ad5f3dbf0aa,Robert Watkins,adkinschelsea@hayes-barker.org,61,Female,Grahamchester,Premium,32.65,4,Electronics,2025-04-01,0,5
bc6d3c91-443a-4dbc-b227-9766da016eec,Diane White,amorris@holt.info,51,Female,Patrickmouth,Standard,698.53,10,Electronics,2025-01-28,0,1
3f49edaf-ad09-4018-898a-1e5d3e379ebd,Jennifer Tran,brittanymiller@hotmail.com,27,Other,East Alextown,Premium,211.11,8,Fashion,2024-11-18,0,1
26f9856e-224a-4a2f-ae7f-708ed91ebc3c,Alexandra Snow,richardsilva@williams-ward.com,53,Female,Maryville,Budget,525.4,14,Health,2024-12-09,1,0
e4c576e9-f8e7-4ba2-be28-552237ecd5e0,Timothy Hicks,nicholashays@gmail.com,31,Male,Fieldshaven,Budget,115.72,7,Health,2025-01-05,1,1
cdaad8e5-489a-4f23-8220-3012e9d1b18e,Kristen Andrade,mooremaria@yahoo.com,48,Female,Brownburgh,Standard,677.64,14,Electronics,2024-10-19,1,2
627fd619-c459-41b7-96bb-05e0fe63e728,Crystal Le,kingheather@gmail.com,65,Female,Michelemouth,Premium,147.9,14,Groceries,2025-03-03,1,0
5ac076e3-d0d4-48fe-8560-8fded70bd56f,Laura Brown,angelica60@gmail.com,32,Male,Jessicamouth,Standard,3.27,16,Health,2025-01-22,1,1
d3722fed-5e6f-486b-b131-3ea985a2ee50,Cynthia Mitchell,ohoward@yahoo.com,25,Other,Brendamouth,Premium,707.37,13,Electronics,2024-12-14,1,4
332b1b40-2650-4339-b96e-dafef02e0c30,Victor Schroeder,mossharold@gmail.com,31,Female,Port Billyview,Premium,28.72,10,Fashion,2025-03-20,1,1
838ea1e0-3434-46d7-9162-df56cf5fef1e,Sarah Davis,marc54@hotmail.com,40,Other,Ericton,Budget,115.4,13,Books,2025-02-22,0,2
c9c65cc7-1a22-4a0f-9260-9c713d5da11a,Sandra Kirk,thompsonnicole@hotmail.com,57,Other,Richmondfurt,Premium,899.09,9,Health,2025-03-02,0,4
9d3b92cf-68db-4fe0-a26b-2b067ffa0573,Vanessa Mccormick,noah22@holmes.com,38,Other,Turnershire,Premium,902.38,7,Books,2025-01-30,1,1
d50707c9-0abb-4f8b-9c0f-2678c0faddea,Patricia Moore,rthompson@jackson.com,33,Male,North Roberthaven,Standard,255.6,8,Groceries,2024-10-30,1,1
4feebc75-7e0c-48ee-8ce8-210988ad4795,Gabriella Hodges,teresa36@douglas.org,62,Other,South Matthew,Standard,299.77,8,Fashion,2025-03-30,0,2
6708f1a5-bb9b-451b-ac64-d35b1e244659,Gregory Petersen,janetsmith@hotmail.com,35,Other,Garciaview,Premium,178.5,2,Health,2024-11-15,1,0
f84961f7-07d3-45ea-902a-6256270880d5,Tony Perez,sharialexander@schaefer.net,64,Male,Cathytown,Budget,104.11,9,Books,2024-12-17,1,1
3f7ae6e1-38af-4842-9418-915cd239f3c6,Allison Ayers,wernermark@hotmail.com,41,Other,North Mark,Standard,119.55,13,Books,2025-03-27,1,2
7d09e8cc-811c-4196-b74f-5a1eb9b56048,Thomas Dillon,jeremiah18@gmail.com,43,Other,Stewartside,Standard,334.9,9,Electronics,2025-02-24,0,0
24d7bacb-2133-44b5-a602-98a0acfbecef,Heather Vargas,williamsisabel@brooks-coleman.net,42,Male,Samanthaside,Budget,418.75,17,Books,2024-10-12,0,2
6cffe46d-c613-4899-b58e-e84768fdd62d,Michelle Jones,jacksonkaitlin@montoya.com,62,Male,Lake Heatherland,Standard,470.46,11,Groceries,2025-03-19,1,0
acb12a45-f5ff-4f6e-9057-ed6785ac4250,Michelle Savage,dmiller@hotmail.com,58,Female,South Kellyland,Premium,467.65,16,Books,2025-03-03,0,1
b87c76d8-25ea-4b0f-abb7-fa9d5ab03e80,Jeremy Meadows,holtelijah@gonzalez.com,46,Female,Krististad,Premium,28.69,11,Groceries,2024-10-20,0,2
96624cf2-0c32-439c-84ca-1e63fad5f6ae,Eddie Marshall,barnesjustin@obrien.com,32,Female,Bakerberg,Premium,204.61,7,Groceries,2025-04-08,0,0
b8039803-3674-41e3-bbba-044a17c5b7c4,Cynthia Green,lrangel@hotmail.com,62,Other,Port Kevinbury,Standard,17.78,7,Electronics,2025-03-25,1,3
992390a1-0b45-43d6-9b18-3ffa96d592d1,Judith Lowery,hernandezcaitlin@hotmail.com,18,Other,South James,Standard,239.24,13,Fashion,2025-01-28,0,1
cf749ed9-d08e-4998-98ea-99b93a2d0fa2,Jennifer Jones,hawkinsricardo@yahoo.com,42,Other,North Paulbury,Standard,174.77,9,Groceries,2024-12-01,0,2
c0c02f4e-06da-49f8-8a4b-4387b5222d4a,Alison Nguyen,fgarza@yahoo.com,24,Male,Baileymouth,Standard,655.99,12,Books,2025-01-28,1,0
dcf4742e-3a52-470b-b295-c2aa75b7aeb0,Robert Thompson,joannawells@yahoo.com,26,Other,West Jeffrey,Premium,129.66,13,Books,2025-04-09,1,0
4ba3881c-2102-4a00-8a3d-95f6ca1f9a1f,Ethan Moore,annejohnson@anderson-horne.com,41,Female,Lake Cheyenne,Budget,37.35,7,Groceries,2025-03-25,1,1
e788ceb2-cccb-4e8c-a293-6ac19d2a506a,Andre Webb,nicholassullivan@hahn.com,18,Male,West Michaelburgh,Premium,46.29,11,Books,2024-10-25,0,0
68dc579f-646e-47da-8ff2-81fbdd3d270b,Kelly Moss,schmidterica@salas.com,61,Male,Mccarthyside,Standard,430.03,8,Health,2025-01-08,0,2
bcc20c68-0ecc-43ff-b459-ddb8d671e4ea,Joshua Whitaker,carla91@yahoo.com,25,Male,Mcculloughmouth,Premium,288.87,11,Electronics,2024-10-15,1,1
030c38ca-7038-4412-b797-0f879dd7c9c6,Marisa Sims,jessicasmith@gmail.com,41,Female,Jeffreymouth,Budget,31.98,5,Books,2024-11-03,1,3
6b3d067e-2316-44a0-8411-8954a8803c2f,Joann Carpenter,campbellcolleen@bradley.com,28,Female,Harrischester,Premium,26.36,9,Electronics,2024-11-30,0,4
5d6f7503-5ee2-48df-a6ab-778526063360,Dylan Diaz,nicole60@cortez.net,68,Female,Xavierville,Budget,362.16,12,Groceries,2025-03-13,0,1
aaac8adf-5b55-4e30-847a-06b4c5c34aed,Stephanie Alexander,jatkinson@yahoo.com,34,Male,Anamouth,Standard,22.66,5,Groceries,2024-10-14,1,1
80b51cb0-b179-481d-b5c6-70628cd49dd5,Anthony Mercer,fredrichardson@hotmail.com,25,Male,Lake Monicaberg,Premium,517.56,12,Groceries,2024-12-11,0,3
b7f49949-e6d7-4880-bd1f-dbe5122fcc70,Victoria Austin,tina97@davis-wise.com,52,Other,Kathleenland,Premium,367.5,14,Electronics,2025-01-29,1,1
545035d3-ec74-4a02-8cfe-0eed8e627fac,Laurie Phillips,grimeseric@garcia.com,52,Other,Webbton,Premium,25.45,10,Books,2024-11-20,0,1
122a408b-0c20-4dde-bc80-e609076a9e18,Matthew Richmond,gentrystephanie@yahoo.com,50,Female,Downsberg,Premium,26.6,13,Health,2024-11-26,1,0
9e3c7557-98d1-42c7-8b6c-2c2e90c2165d,Cheryl Ewing,sharon01@banks-wilson.org,22,Male,North Ryan,Standard,1294.64,12,Electronics,2025-01-14,0,1
9e38cd95-132a-447a-85d6-6dd84a63b875,Mrs. Rachael Watkins,gregoryramirez@yahoo.com,59,Other,West Mariabury,Budget,140.65,8,Health,2025-01-13,1,2
d71fc773-450d-4142-ae2e-ad2dc71b590b,Eric Walters,hhuerta@kelly.net,56,Female,Lake Daniel,Budget,138.92,13,Books,2025-01-31,0,1
cac94556-e6f6-47f4-ae76-7a34e96fa0ff,Wendy Ramirez,vrodriguez@gmail.com,58,Female,West Josephstad,Premium,502.67,12,Books,2025-03-30,1,2
95a94672-55ed-404d-8c39-4613112ceefe,Robert Ray,erincollins@gmail.com,45,Other,Mikefort,Standard,882.65,11,Electronics,2025-02-10,0,3
851c30d0-525b-4d92-83d6-cbf2ab4abcb3,Alyssa Andrews,tinaanderson@hotmail.com,24,Female,West Johnnychester,Budget,1280.63,14,Fashion,2024-12-01,1,2
10a15d86-0f1c-4749-ace9-079378a6bbf6,Donald Perez,fosterlisa@yahoo.com,26,Male,North Robert,Budget,419.97,13,Health,2024-12-09,1,1
0845d31a-d65d-40ab-a039-fbf7254afd9e,Tom Elliott,meganjuarez@hotmail.com,25,Female,Jacobhaven,Budget,141.61,8,Groceries,2024-12-28,1,2
e02a08ab-5237-4628-b5c9-61f9d6d91892,Shannon Barnes,paguirre@gmail.com,29,Male,Rodriguezside,Budget,26.16,14,Health,2024-11-29,1,5
9cc63596-47e5-4948-9a58-16a4adf7f32e,Todd Cardenas,trujillocarlos@duncan.biz,51,Male,East Andrea,Budget,450.37,11,Books,2024-11-04,1,1
21cbf875-8c7f-40d7-bd31-f3d3b414bb8d,Heidi Harrington,nwilliamson@hotmail.com,50,Other,South Meganton,Budget,245.21,11,Books,2025-01-15,0,1
fcb3d03f-484d-4bec-9bf4-e90fd3bb3fcc,Mark Rodriguez,burkealyssa@duarte.com,65,Other,Andreamouth,Standard,165.61,13,Electronics,2024-12-01,1,2
57b8542c-8027-4efc-9a3e-118d8a6ec732,Joshua Murillo,carrie16@hotmail.com,40,Other,Lake Judith,Premium,710.47,13,Fashion,2024-10-19,0,2
22a2c6ec-8ca6-4aa3-b6f9-c1cbeab28b34,Gina Cowan,jpope@alvarado-roberts.com,41,Female,North Steven,Budget,35.36,18,Groceries,2025-02-27,1,2
c1ce5c6f-6ea4-4cdd-ba29-f69958af57e5,Haley Cruz,crawfordamy@yahoo.com,54,Other,East David,Standard,203.55,12,Health,2025-03-29,0,1
41b9324c-5831-4371-a720-0d70bba00bc3,Jay Maddox,jonathanvega@clark.biz,52,Other,South Ricardo,Standard,3.43,8,Fashion,2025-04-06,1,2
08ea97ea-a65f-43d7-a420-80da210b6d11,Barbara Bowers,gregorycline@short.biz,61,Female,West Erikafort,Premium,189.71,4,Groceries,2024-10-21,1,4
d3557790-0039-44f0-89f8-c5784e653dd0,Mary Harrison,traci71@yahoo.com,57,Other,Marcusburgh,Premium,17.39,8,Books,2024-12-20,0,4
ac3a7551-989a-4a8b-8f23-bd5988da0722,Laurie Jackson,ruthmarsh@lewis.com,39,Female,Jenkinsland,Budget,37.95,12,Books,2024-12-02,1,0
a641e1c4-4e44-405d-a5b8-7c9ed4f43daa,Renee Dixon,elliottlori@gmail.com,44,Female,Josephville,Premium,37.51,13,Electronics,2024-11-28,0,4
e73193ec-f565-4c12-a709-90283ccdbfac,Joseph Rodriguez,youngruth@richards.com,52,Male,Lishire,Premium,314.27,10,Electronics,2025-02-15,0,2
9a6a13bd-5107-48d1-94cd-bdc1ebacfb7f,Martha Klein,christopher32@collins.net,18,Male,East Sherry,Standard,411.18,12,Health,2025-03-22,1,2
6a073d7d-afd1-4308-b06b-aa83cbcb4c8b,Daniel Turner,boydamber@beck-wyatt.org,52,Other,West Ronaldfurt,Standard,262.67,9,Fashion,2024-10-23,1,3
a26fccd5-f9da-442d-ac3c-6768b4c13dd5,Scott Giles,jasonreynolds@ayers.com,54,Female,Duranhaven,Standard,982.42,12,Fashion,2025-04-07,0,0
a2da1d3b-4144-47d4-9111-2ddee1cdae1c,Jennifer Galloway,aguilarjennifer@hotmail.com,64,Male,Hickston,Budget,140.94,5,Groceries,2025-03-04,1,1
e52d2f95-bfd9-4ae5-8ef5-4edc1b13cab7,Mary Wheeler,mariafuller@gmail.com,31,Male,Port Curtis,Budget,100.94,11,Health,2024-12-10,1,2
4d701e79-6f91-42a8-ab82-675351cd8de1,Bobby Romero,ilawson@yahoo.com,20,Male,East Brittany,Premium,608.85,17,Electronics,2024-12-20,1,1
682cac79-8cc3-408d-9b2c-252b5d7b8b12,Savannah Holloway,mariamckenzie@davis.com,18,Male,Davidsonberg,Premium,75.92,9,Health,2025-03-21,0,3
bc42f76d-8626-4d59-b8d3-e51270c32115,Tiffany Cooper,roselindsay@williams.info,22,Other,South Natasha,Budget,990.86,9,Books,2025-01-28,1,0
d2e94fd7-9741-412f-b871-8988a3fa81f9,Amanda Glass,jonathangarza@gmail.com,43,Male,North Tracichester,Budget,3.67,15,Electronics,2025-03-09,0,3
43a6c01e-c65c-427e-aacf-8af51440528b,Cynthia Taylor,belinda53@pierce.com,31,Other,Fosterbury,Standard,1050.76,7,Fashion,2025-01-22,0,5
425349ac-da6e-4aae-a9f7-58f05df9a3ef,Jeffrey Bailey,lucastom@baker.biz,56,Female,Hollyborough,Budget,13.24,11,Electronics,2024-10-14,0,0
31069e61-cae1-45f8-851e-8b534bab6c3f,Oscar Moore,patrick86@wood.biz,44,Other,Campbellstad,Budget,665.32,14,Books,2025-01-06,0,1
827bb295-4965-4b3f-8b1f-b2e1bfdebf2e,Angela Kane,brewereric@gmail.com,26,Male,South Eugenetown,Premium,225.04,19,Electronics,2025-01-28,1,1
fa05750b-f7b6-45c4-afdd-c0b858795d7b,Matthew Long,diana67@hotmail.com,32,Female,Port Crystalville,Premium,1487.05,13,Fashion,2024-12-25,1,0
4d3972d1-c01f-47af-a8d3-67f4d499f4d1,Shannon James,toni14@gmail.com,32,Female,East Sarahfurt,Standard,23.0,6,Books,2024-10-13,0,1
f5231061-7c45-4ff8-8c4e-00a78162dfe0,Jacob Wright,jennifer51@travis-mendoza.biz,43,Other,West Robert,Budget,242.13,15,Groceries,2024-12-26,0,2
b68f9683-8791-4a55-86a1-71d239bf1995,Norman Garcia,christophernelson@gmail.com,59,Female,Yoderside,Premium,1045.07,13,Health,2025-02-04,0,2
619b327f-9915-46be-825c-fc4ada85faf0,Robert Bowman,callahanbenjamin@brown.com,30,Other,Benjaminborough,Budget,222.13,5,Groceries,2025-04-09,0,0
fdca80c3-ac32-40e6-aacc-3e5714c9d286,Connie Chavez,zamoraaaron@adams-rios.biz,68,Female,Lisaton,Budget,297.79,12,Books,2025-03-07,1,3
3d73b828-b68d-4b23-8631-0bfd14408063,Bonnie Wright,kenneth50@jackson.com,49,Other,Johnsonhaven,Standard,356.97,7,Books,2025-02-07,0,0
bc725396-395b-4729-b1f5-1db545df7217,Spencer Wilkerson,natalie84@gmail.com,56,Male,South Peggy,Budget,181.84,4,Books,2025-03-13,0,1
054782db-79ff-4f54-9af3-c7ac0836b9c1,Randy Martinez,campbellbrandon@hotmail.com,66,Other,East Richard,Standard,296.3,8,Fashion,2024-10-25,0,1
3d8dfb68-be72-4413-9320-2db3734ad8f1,Rhonda Navarro,destiny50@torres-gonzalez.com,69,Other,Wrightfort,Premium,263.35,8,Books,2024-10-15,0,4
80a53dfd-3869-4a5b-ac1b-b26c002d56fb,Rodney Burke,zgordon@kelly-brown.net,49,Male,Elijahport,Premium,694.27,9,Health,2025-01-18,0,1
